fid,business_id,name,lat,lon,stars,city,categories
5864,1AqUAR932UJgGwr6FGfPkw,WaWa,39.951686,-75.166981,2.5,Philadelphia,"Food, Restaurants, Sandwiches, Coffee & Tea"
5868,hOSLBlM6nkbZ218jwp8AvA,Father & Sons Pasta & Pizza,39.9835431,-75.1258591,3.5,Philadelphia,"Pizza, Restaurants"
5873,opjF_JN6Kpr5zWxBhkGC7w,Mammoth Coffee,39.9701234,-75.1464152,4,Philadelphia,"Vegetarian, Food, Coffee & Tea, Restaurants, Vegan, Sandwiches"
5879,hBTLjGexKiVl1sGqRjgkbg,Bella Cena,39.9470996,-75.1667854,2.5,Philadelphia,"Italian, Restaurants"
5880,WYel6hMEEPNwzVUlVBacbw,honeygrow,39.9507231094,-75.1675008738,3.5,Philadelphia,"Salad, Restaurants, Noodles, Juice Bars & Smoothies, Vegetarian, Food, Fruits & Veggies, Specialty Food, Vegan"
5882,-HxLFWKVgXSU8JlR21PBkg,Carluccio's,39.9383069,-75.1597957,4,Philadelphia,"Italian, Restaurants"
5886,ZCj5o6j6_0JjGOe04WoLsg,Banh Mi and Bottles,39.9421239,-75.154438,4,Philadelphia,"Nightlife, Vietnamese, Bars, Beer Bar, Restaurants, Cocktail Bars, Food, Beer, Wine & Spirits"
5888,B-dVKci8McMfSjBC0z6adA,Pierogie Kitchen,40.0315512952,-75.208060085,4,Philadelphia,"Event Planning & Services, Restaurants, Food, Ethnic Food, Modern European, Specialty Food, Vegetarian, Polish, Caterers"
5890,gnpyyeWQ53WlDMJEq-YA_w,Tinto,39.9515011,-75.1738449,4,Philadelphia,"Basque, Tapas Bars, Iberian, Bars, Wine Bars, Restaurants, Lounges, Nightlife, Spanish"
5892,_wcOVX6PPvhXGMpUa2Ij8A,Melrose Diner,39.925004,-75.172084,3,Philadelphia,"Bakeries, Restaurants, Sandwiches, Diners, Food"
5894,MfKScMsPZfE66VQ1CsbS0A,Chili's,39.9184477,-75.1874603,2.5,Philadelphia,"Nightlife, Tex-Mex, Bars, Restaurants, American (Traditional)"
5895,catgj1WAPbrPMG7Jd7mDxg,Lee's Hoagie House,39.9786879,-75.159294,3,Philadelphia,"Restaurants, Steakhouses, Cheesesteaks, Salad, Food, Chicken Wings, Wraps, Event Planning & Services, Sandwiches, Caterers, Food Delivery Services, Delis"
5897,6PO3OlixvoZMJBlcBW_iRw,Cafe Nhan,39.9247144,-75.1737536,4.5,Philadelphia,"Restaurants, Vietnamese"
5902,FaDboHLpVcN01oL8EYTX2w,Taqueria La Raza,39.9994302,-75.1342546,4,Philadelphia,"Restaurants, Mexican"
5910,zqisPpgCURrgLf4TVnI8RQ,Hai Street Kitchen & Co,39.9519654623,-75.1678484349,3,Philadelphia,"Restaurants, Japanese, Sushi Bars"
5911,-0PN_KFPtbnLQZEeb23XiA,Mr Wong's Chinese Restaurant,39.9230481,-75.1780777,3.5,Philadelphia,"Restaurants, Chinese"
5912,fFY5pda8iTCUQmEfhyMa5w,Swanky Bubbles,39.9493463,-75.1423488,3,Philadelphia,"Nightlife, Lounges, Asian Fusion, Bars, Sushi Bars, Restaurants"
5913,oB2B1KlyhlY5LTy18jRqzw,5th Street Diner,40.0546708,-75.1260338,3,Philadelphia,"Diners, Restaurants"
5914,CcP-Xzb9HdZU63yW3YAVoA,Top Taste 2,39.9141479401,-75.2415435389,4,Philadelphia,"Restaurants, Caribbean"
5916,PuukXxCe1V7OhG-pcViC9Q,K & J Caribbean American Diner,40.0338069,-75.175699,3.5,Philadelphia,"Diners, Restaurants, Caribbean"
5918,OX1eFYQwN1iYdFd0fkNpqw,iMunch Cafe,39.9759178,-75.1863302,4.5,Philadelphia,"Breakfast & Brunch, Bakeries, Coffee & Tea, Salad, Sandwiches, Food, Restaurants"
5924,yXeTp8BoQUkNHFzYxSEvfA,Nam Vang Restaurant,40.037561,-75.108069,3.5,Philadelphia,"Vietnamese, Restaurants, Cambodian"
5927,RAwtx2OKnhhQxBurDSGC3Q,Coney Shack,39.9551689,-75.199335734,4,Philadelphia,"Restaurants, Tacos, Asian Fusion, Mexican, Hot Dogs"
5928,9kFMEa74Y79PKFGVO7dIPQ,Vista Peru,39.9494184,-75.1439592,4,Philadelphia,"Peruvian, Nightlife, Bars, Cocktail Bars, Wine Bars, Restaurants"
5929,ug46LQ5eq0uF6NE3adHhyw,Jimmy John's,39.9779969,-75.1592852,3.5,Philadelphia,"Delis, Specialty Food, Sandwiches, Fast Food, Food, Restaurants"
5931,Wtr51cNrv1pYyIRg_IawYQ,The Victor Cafe,39.931653,-75.166327,4.5,Philadelphia,"Restaurants, Bars, Performing Arts, Gluten-Free, Wine Bars, Nightlife, Italian, Arts & Entertainment"
5933,2ZSnGlqj8JOWcN2bNf-3SQ,Metropolitan Bakery,39.9482948,-75.1728154459,4,Philadelphia,"Restaurants, Food, Cafes, Coffee & Tea, Bakeries"
5934,Du0waRmHch08QABPLIQcMw,Manayunk Tavern,40.0245962,-75.221131,4,Philadelphia,"Comfort Food, Restaurants, American (Traditional)"
5935,B0jYgle_nTtgPj3Jlaexlw,Al-Khartoum Echo Restaurant,39.9567737,-75.2098772,4,Philadelphia,"Middle Eastern, African, Restaurants, Halal"
5936,NjSLlXCI9s_I2yCgPLBb0A,California Pizza Kitchen at City Line,40.007355,-75.212371,3,Philadelphia,"Restaurants, Nightlife, Pizza, Bars, Salad, American (New), American (Traditional)"
5938,YuYvesXrRf1PSp37a5IwUw,Cavanaugh's Rittenhouse,39.9511145,-75.17157,3.5,Philadelphia,"Burgers, American (Traditional), Sports Bars, Restaurants, Gastropubs, Bars, Nightlife"
5940,GrHQITcWhJFOMZ_B2h3oRg,Primo Hoagies South Street,39.9413612,-75.1484741,3.5,Philadelphia,"Restaurants, Sandwiches, Fast Food"
5941,9ZL_iQiLTPTOMm6nDLVCAw,Bryn Mawr Pizza II,39.9786517,-75.2681178,3,Philadelphia,"Restaurants, Delis"
5943,DA44mAX_6Hq7SaPa91m-cg,Calypso,40.058735,-75.190115,4.5,Philadelphia,"Trinidadian, Food, Caribbean, Restaurants"
5944,Q8UJnXmY-_tuxdOaJozmFA,Port Fednuts,39.9448159015,-75.1411866079,4.5,Philadelphia,"Restaurants, Donuts, Food, Chicken Shop"
5946,sJz1nAmdlu8OodhvZCUooA,T Hogan's Pub,40.017157,-75.2104326,4,Philadelphia,"Pubs, Nightlife, Restaurants, Bars"
5947,FibcT_HHPxko0J3TtMsemw,Popeye's - Roosevelt Mall,40.0479212867,-75.0584603411,1.5,Philadelphia,"Restaurants, Food, Fast Food, Chicken Wings"
5951,nDdIb6y5Vc5_aNG-Rd0JMQ,Lox Stock & Barrel,39.9626098,-75.1720946,3.5,Philadelphia,"American (Traditional), Venues & Event Spaces, Restaurants, Sports Bars, Comfort Food, Event Planning & Services, Diners, Delis, Bars, Nightlife"
5956,QhgrhVKlXZtSY6gRThf8zA,Bing Bing Dim Sum,39.9289898,-75.1647415,4,Philadelphia,"Cocktail Bars, Dim Sum, Nightlife, Restaurants, Chinese, Asian Fusion, Bars"
5960,3NNKjjMkjYQwkrlRJ__VGw,England Pizza,40.0432577,-75.052707,3.5,Philadelphia,"Pizza, Restaurants"
5962,BAnKNRRc757nEmEdU7SevQ,The Oceanaire Seafood Room,39.9479648,-75.1532156,3.5,Philadelphia,"Restaurants, Seafood"
5964,l9U0fpXrdJ2WDgKI4MGuOw,Bar,39.9500315,-75.1623589,3,Philadelphia,"Bars, Beer Bar, Pool Halls, Hot Dogs, Restaurants, Pubs, Sports Bars, Nightlife, Dive Bars"
5965,UEGZ1nHUVb2ltGtd7C7X9w,Dairy Queen,40.0873884142,-75.0399255753,4.5,Philadelphia,"Fast Food, Ice Cream & Frozen Yogurt, Food, Restaurants, Burgers"
5966,o9a4dXSNgvbsbaIHNvP6qw,Mi Pueblito Tacos,39.9288708,-75.1467161,4.5,Philadelphia,"Restaurants, Mexican, Food Trucks, Food"
5970,vg3JmN8hAiOV1suoxTi1yA,Domino's Pizza,39.962797,-75.172945,2,Philadelphia,"Pizza, Restaurants, Chicken Wings, Sandwiches"
5980,uJvTBGksfErVDSOeBsmOyA,The Living Room Cafe,39.9402868,-75.150867,4.5,Philadelphia,"Food, Breakfast & Brunch, Cafes, Restaurants, Coffee & Tea, American (Traditional)"
5981,ZvOZCvLeAKGFzwnyu1aeKw,Serrano,39.9494184,-75.1439592,2.5,Philadelphia,"Restaurants, American (Traditional)"
5985,26iUm28PTWJd9qqDe5YvKw,Pei Wei,39.952141,-75.158537,1.5,Philadelphia,"Restaurants, Chinese, Pan Asian, Fast Food, Gluten-Free, Noodles, Asian Fusion"
5988,Au6bDTawKEYXUJuhq6MBNw,Kitty's Luncheonette,39.9788544,-75.1110948,4.5,Philadelphia,"Restaurants, Sandwiches, American (Traditional), Breakfast & Brunch"
5990,I79keuDOkqf1CFjYDMRMNg,Aldo's Pizzarama,40.1085087244,-75.025526,4,Philadelphia,"Restaurants, Pizza"
5991,P0QE-Q6kUqU_ydmHCIsAJg,Potbelly Sandwich Shop,39.9795332,-75.1535048,3.5,Philadelphia,"Restaurants, Salad, Sandwiches, Fast Food, Delis, Soup"
6000,ev8KX9xeLe9fP9y-vV81tQ,South Square Market,39.9457515981,-75.1794274598,2.5,Philadelphia,"Organic Stores, Food, Delis, Restaurants, Meat Shops, Specialty Food, Grocery"
6006,CiTYWOKcXTZYztsT43wb5g,Tela's Market & Kitchen,39.967417,-75.168217,4,Philadelphia,"Specialty Food, Food, Breakfast & Brunch, Restaurants, Salad, Sandwiches, Grocery, American (New)"
6009,LQRXcBw2b2licjzJh1GG5w,The Original Charlie's Pizza,40.0648947115,-74.9859445267,4,Philadelphia,"Restaurants, Pizza"
6013,NGdVG_rn85p3KiU9D_WUVA,Umi Sushi And Seafood,39.9535371257,-75.1590228,4.5,Philadelphia,"Food, Specialty Food, Seafood Markets, Restaurants, Sushi Bars"
6016,WpdiX87-zz3UGbowGee4wg,Wan's Seafood,39.9532527,-75.1592574,3,Philadelphia,"Restaurants, Food, Grocery, Seafood"
6019,1197WeMfKy-gUOOukAPEEQ,South Style Pizza,39.9543106,-75.2442075,2.5,Philadelphia,"Pizza, Delis, Sandwiches, Restaurants"
6022,qwPpnCgmvrm1WsrmyyhuvQ,Soul Kitchen 5935,40.044675,-75.149271,2.5,Philadelphia,"Seafood, Soul Food, Sandwiches, Southern, Restaurants"
6026,IlAW63SepzVKroXXFjeo7w,Wolf's Market,39.9482572,-75.1666834,2,Philadelphia,"Restaurants, Sandwiches"
6029,kqBLD5rueekc26t2HLI4AQ,Wok Chinese Restaurant,39.950055,-75.1680669,3.5,Philadelphia,"Chinese, Restaurants, Seafood, Asian Fusion"
6031,f350ZktJBwt93yvs8Kd1qA,Frank's Breakfast & Lunch,39.9161934638,-75.1375794862,4.5,Philadelphia,"Breakfast & Brunch, Comfort Food, Sandwiches, Restaurants"
6032,yeoutv6FkWfpvRED-Rz7Wg,South Side Pizza,39.9253687,-75.1591098,3,Philadelphia,"Restaurants, Pizza"
6034,O0fPPPMQYSFZIaUBnkGXFQ,Kim Van Grocery And Deli,39.94145,-75.1792679,4.5,Philadelphia,"Food, Grocery, Restaurants, Delis"
6038,4hVeYebIXf7ObiIwalpp7g,Uncle Tomy's,39.932068,-75.189729,3,Philadelphia,"Restaurants, Pizza, Fast Food, Italian"
6041,fYSaoJMOj7-r4XWEuYjRxw,Bleu Martini,39.9493756,-75.1438865,2.5,Philadelphia,"Hookah Bars, Bars, Nightlife, Restaurants, Asian Fusion, Lounges, Dance Clubs"
6042,Jh2XqMQLWa_OixWM9rxdJA,The Butcher & The Brewer,39.948104,-75.159407,4,Philadelphia,"Gastropubs, Restaurants, American (New)"
6044,7NITtPelRe_oQRsWACI3yA,Founded Coffee & Pizza,40.0126210289,-75.1836797854,4,Philadelphia,"Salad, Restaurants, Coffee & Tea, Pizza, Food"
6045,M6qDX8HZS7gOJ_pBOAih1g,Royal Boucherie,39.9487583,-75.1440827,4,Philadelphia,"Live/Raw Food, Restaurants, Brasseries, American (Traditional), Bars, Nightlife"
6049,Ek6iqYGdYtyltAxVnhtJKQ,JG SkyHigh,39.9552040814,-75.1709829249,4,Philadelphia,"Lounges, Seafood, Bars, Cocktail Bars, Restaurants, French, American (New), Nightlife"
6051,aRyP578y47vwJ4KFIicjCw,Yellowtail,39.9450373,-75.1620739,3.5,Philadelphia,"Thai, Japanese, Sushi Bars, Restaurants"
6053,fOhnSqmO4XY5vSI8whVKSA,Farmicia,39.9496993,-75.1457815,4,Philadelphia,"Breakfast & Brunch, American (New), Mexican, French, Restaurants, Italian"
6054,81NKeedNCrNo0v60QatxzQ,Charles Plaza,39.956502,-75.155845,4,Philadelphia,"Restaurants, Chinese"
6055,rpbACUkHJYSnvP6s0myyLg,Fat Joe's,39.915939,-75.15306,4,Philadelphia,"Restaurants, Food, Cheesesteaks, American (New), American (Traditional), Sandwiches, Breakfast & Brunch"
6056,1hMteDtsI0JMNBCtKpb24A,Chickie's & Pete's,39.876011,-75.242965,2.5,Philadelphia,"Seafood, American (New), Restaurants"
6057,hu6WwDxwgsHwY24nQUY8rg,Fishtown Market,39.977509,-75.128817,4.5,Philadelphia,"Restaurants, Grocery, Food, Delis"
6059,SgQUBMOJglbjvssPHD3uhQ,D.P. Dough-Philadelphia,39.9606064684,-75.1891958714,2,Philadelphia,"Pizza, Restaurants, Fast Food"
6060,c-sH2K3OowoQgYTLAoopRA,Cereality,39.9534565,-75.1963913,3,Philadelphia,"Restaurants, Breakfast & Brunch"
6064,xMJVdJLw6b5_DfJQwqaHcQ,Snap Kitchen,39.9502221,-75.1450357,4,Philadelphia,"American (New), Specialty Food, Vegetarian, Gluten-Free, Food, Health Markets, Restaurants, Food Delivery Services"
6065,5dIS6fNq-t5tdj5X56rTzg,Kosmo Pizza & Grille,39.9437308043,-75.1647151245,4.5,Philadelphia,"Restaurants, Pizza, Sandwiches, American (Traditional), Food Delivery Services, Food"
6069,h6XRiG4QOnuY6n3SRnou1w,Cooperage Café,39.9491962348,-75.1515886104,3.5,Philadelphia,"Restaurants, Sandwiches, Food, Cafes"
6083,8yZzf0gdWpSmY6ziyq7hKQ,Sazon Restaurant & Cafe,39.9619035,-75.1543329,4,Philadelphia,"Vegetarian, Food, Venezuelan, Cafes, Latin American, Desserts, Restaurants"
6085,f80tPVX_SxnBElz2bNSznw,JAVA Ink,40.0096191,-75.1931052,3,Philadelphia,"American (New), Shopping, Coffee & Tea, Restaurants, Internet Cafes, Food, Arts & Crafts"
6086,cZHpiiF3HpOKS9Xq-mchpw,Pizza Fanatic,40.044645,-75.149908,3,Philadelphia,"Restaurants, Pizza"
6087,bd3E9cJ7fWTINbMEjVnt-Q,Veggie T Rex Deli,39.9554133,-75.1645002,5,Philadelphia,"Delis, Vegan, Restaurants, Gluten-Free, Vegetarian, Salad, Pizza"
6088,UaDnEIiRNCyLvrQWE4g0sg,Square Pie,39.9385948,-75.1526455,4.5,Philadelphia,"Italian, Pizza, Restaurants"
6091,JSMvJtdPVGgq9xfc298QVw,New England Pizza,40.0722499474,-75.0311222039,3.5,Philadelphia,"Pizza, Restaurants, Sandwiches"
6092,uKKRHbXXAIuGxOxs9miwOg,Olive Garden Italian Restaurant,39.9507424,-75.1635776,2.5,Philadelphia,"Restaurants, Salad, Bars, Nightlife, Italian, Wine Bars"
6095,tmroquufdrXXwFx1qiXNuA,Cafe Liz,40.0342467,-75.1298054,4.5,Philadelphia,"Iberian, Nightlife, Restaurants, Bars, Portuguese"
6104,q-zV08jt6U-q05SMEuQJAQ,The Original Tony Lukes,39.9141065086,-75.1487272304,4,Philadelphia,"Sandwiches, Fashion, Used, Vintage & Consignment, Cheesesteaks, Restaurants, Breakfast & Brunch, Shopping"
6106,5aKoh1_j9X27L1P9X9dzgA,Checkers,39.957759,-75.2090475,4,Philadelphia,"Burgers, Fast Food, Restaurants"
6107,tOOVfgPDKtt-YauqIIUx4g,Binchō,39.9412059,-75.1468728,4.5,Philadelphia,"Sushi Bars, Bars, Restaurants, Japanese, Tapas/Small Plates, Chinese, Nightlife, Barbeque"
6111,ppgoocYga1HPYL6lsIZvnw,Bistro Perrier,39.9551006,-75.2074747,4,Philadelphia,"Colleges & Universities, Bars, Specialty Schools, Cooking Classes, Food, Mediterranean, American (New), Nightlife, Arts & Crafts, Restaurants, Cooking Schools, Education, Shopping, Bakeries, French, Wine Bars"
6113,nz5RN5C4ezvsKDyVu2pSLA,MrBeast Burger,39.9618015,-75.1601716,3,Philadelphia,"Burgers, Restaurants, Food, Food Delivery Services"
6118,2vbbxo8E4z_41e9E3WgNRw,Play2,39.9114175,-75.1745111,3,Philadelphia,"Restaurants, Sports Bars, Nightlife, Bars, Arcades, Arts & Entertainment"
6119,voI5HNsL96_s5vlCpa-Q-A,La Casa De Tu Madre,39.9405489691,-75.1560400799,3,Philadelphia,"Restaurants, Bars, Mexican, Nightlife"
6122,2f6NaQVGTM59OGvsdT9pxg,Mood Indian Restaurant,39.9591167408,-75.1456578142,4,Philadelphia,"Restaurants, Halal, Vegetarian, Pakistani, Indian"
6125,YpV0DniZQKnG6mWVVl-TSw,Bubba's Texas BBQ,39.9689174736,-75.1351448155,3.5,Philadelphia,"Restaurants, Barbeque"
6126,hWGMdTAvBJYQC8_scQv4Bg,QQ Deli Market,39.9560857,-75.1603557,3.5,Philadelphia,"Delis, Convenience Stores, Food, Sushi Bars, Restaurants"
6127,m0za_1Ocf0Q0rxlBYVDq7g,Paradise Inn,39.9740992,-75.1812936,5,Philadelphia,"Chinese, Restaurants"
6129,s_dMgCtQSMGBkru_nkfTpw,Sunday's Best,39.9609773,-75.2243756,4.5,Philadelphia,"Restaurants, Caribbean"
6130,r9RdpSEb2-0SGD_UcvnDkA,Four Seasons Diner,40.0441858,-75.0529466,3.5,Philadelphia,"Diners, Restaurants"
6131,tDxZHakdC1C67XVC2QUVKQ,Zaccone's Restaurant,40.040781,-75.0478131,3.5,Philadelphia,"Italian, Restaurants"
6132,_Q3XmBesceFqn9Dk-w6tlA,Artisan Boulanger Patissier,39.9264181,-75.1664513,4.5,Philadelphia,"Coffee & Tea, Bakeries, Restaurants, Food, French"
6133,nMDteyIwo3zLbqm45xBwFw,Prince Tea House,39.9553481,-75.1540592,4.5,Philadelphia,"Sandwiches, Food, Desserts, Coffee & Tea, Restaurants, Tea Rooms"
6134,stAPGCcWDJkNWA5u3nqa8Q,Tacotacomexican,39.953222,-75.210254,4.5,Philadelphia,"Mexican, Restaurants"
6135,KQgCflC8eqJU5kvJkByXzw,Yamitsuki Ramen,39.9535423,-75.1574552,3.5,Philadelphia,"Japanese, Bubble Tea, Shaved Ice, Food, Izakaya, Sushi Bars, Ramen, Restaurants, Bars, Cocktail Bars, Beer, Wine & Spirits, Nightlife"
6137,EUgqUqD5K4sp0zOMWYPmqw,Saladworks,39.9511814,-75.1985097,2.5,Philadelphia,"American (New), Sandwiches, Salad, American (Traditional), Vegetarian, Soup, Restaurants"
6140,pYs54pWZ_ajw_c92ptzB3Q,Lightbox Cafe,39.9404206,-75.1496878,5,Philadelphia,"Restaurants, Tea Rooms, Food, Juice Bars & Smoothies, Vegan"
6144,SwdHTo4A_5eA8QsfelTPdg,Food for All Market,40.059271,-75.189901,4.5,Philadelphia,"Health Markets, Specialty Food, Restaurants, Bakeries, Food, Gluten-Free, Sandwiches, Grocery"
6145,XIR6VBtBm5L9CzNqzEPKng,Three Countries Pizzeria,39.9321252,-75.1723005,2.5,Philadelphia,"Mexican, Italian, American (Traditional), Restaurants, Pizza"
6149,JrDLf5e-awIC0suNlK39Zw,Locust Rendezvous,39.9484648948,-75.1658053,4,Philadelphia,"Bars, Beer Bar, Restaurants, Salad, Dive Bars, Nightlife"
6150,o2wOHahV_ZSWi7X-aA5VOw,Jimmy's Old London Pizza,39.983781,-75.115526,3.5,Philadelphia,"Restaurants, Pizza"
6151,f_rRBei5W9-8wPSTzlvGYw,Village Kitchen,39.9374002,-75.1499642,3,Philadelphia,"Restaurants, Pizza"
6156,WetGZHi6Q_A-zxujdzjVJg,Loco Pez,39.9487664234,-75.2169698104,3,Philadelphia,"Nightlife, Tacos, Bars, Mexican, Restaurants"
6159,f933RAjLP09qWsqZdh6qPg,So Crepe Manayunk,40.025762,-75.223853,4.5,Philadelphia,"Creperies, Restaurants, Desserts, French, Food"
6160,FdLjOH275hK_BiJL9pPwhg,Grande Olde Cheesesteak,39.9497622,-75.1480623,2.5,Philadelphia,"Sandwiches, Cheesesteaks, Restaurants"
6164,Z5b1Me1YBZGQAxIx62vmqg,So Crepe,39.9438333,-75.1675337,4.5,Philadelphia,"Gluten-Free, Creperies, Breakfast & Brunch, Ethnic Food, Specialty Food, Coffee & Tea, Restaurants, Food, French"
6165,TpLyNlRVcXREIw-94yOIaw,Falafel Time,39.9451651,-75.1791734,4.5,Philadelphia,"Restaurants, Mediterranean, Middle Eastern, Halal"
6169,7rStfblbjKIH1q9eDghF9A,Uncle Nicks Pizza,39.974728,-75.182701,4,Philadelphia,"Breakfast & Brunch, American (Traditional), Pizza, Restaurants, Steakhouses"
6170,Vw7dJJFqzLgxEsneIvmy1Q,Aqua Malaysian Thai Cuisine,39.949672,-75.152562,3.5,Philadelphia,"Restaurants, Malaysian, Thai"
6171,NsAiuECBpHID6rZuGCz26w,Founding Fathers Sports Bar & Grill,39.9439544,-75.1692787,3.5,Philadelphia,"Restaurants, Sports Bars, Bars, Nightlife, American (New)"
6178,Lvxzjhsupfp4rd2oZbkh4g,Bison Coffee,39.9599273,-75.1657232,4.5,Philadelphia,"Cafes, Restaurants, Food, Coffee & Tea"
6180,6IRlUGtb_PZRR_IXJQ7Kbg,Coffee House Too Cafe,39.9634343,-75.146801,4.5,Philadelphia,"Restaurants, Breakfast & Brunch, American (New), Cafes"
6183,IMVCi-j2InXt_dJn5mnxEg,Lola's Cafe,39.9562529,-75.155908,4.5,Philadelphia,"Food, Cantonese, Vietnamese, Restaurants, Coffee & Tea, Chinese"
6185,TiYGVQxNQ-wkr63o0JwaEA,Haegeles Bakery,40.0263317,-75.0572246,5,Philadelphia,"Restaurants, Food, Bakeries"
6188,I4Szupt_YHzR9dczcNzfeA,The El Bar,39.9717648,-75.1354975,4,Philadelphia,"Restaurants, Dive Bars, Bars, American (New), Nightlife"
6189,zN1nWYBHTL4T4onTRoqE6g,Children's Hospital of Philadelphia Cafeteria,39.94892,-75.193868,3.5,Philadelphia,"Food, Health & Medical, Hospitals, Restaurants, Cafes"
6195,hxPnlWZmirx7neooZykmtg,Sutton's,39.9771594076,-75.1436727494,5,Philadelphia,"American (Traditional), Cocktail Bars, Restaurants, Nightlife, Bars"
6197,-t5dx3X0O63jCUuFEd-FcA,The Palm Philadelphia,39.9490779,-75.1648579,3.5,Philadelphia,"Italian, Restaurants, American (New), Steakhouses, Seafood"
6198,Qw7tz-UkPrpXaVidWuab4Q,Philadelphia Museum of Art,39.965573,-75.180969,4.5,Philadelphia,"Art Museums, Jazz & Blues, Arts & Crafts, American (New), Shopping, Museums, Nightlife, Art Galleries, Restaurants, Arts & Entertainment"
6201,IGxrAQcqw8Mr1x9WLXQsNA,Hawthornes Biercafé,39.9410364,-75.1608686,4,Philadelphia,"Breakfast & Brunch, American (Traditional), Food, American (New), Sandwiches, Restaurants, Beer, Wine & Spirits"
6204,aKZrfLHwqOMlYcDYDy_OEQ,The Bagel Hut,39.980309,-75.156274,4.5,Philadelphia,"Restaurants, Bagels, Food, Breakfast & Brunch, Sandwiches"
6205,OniYp_RAqBP1s4Wd9_YWqw,MangoMoon,40.023536,-75.219756,4,Philadelphia,"Restaurants, Tapas Bars, Thai"
6211,j-WKXu1uJbB2AvY09we9ZA,Lorenzo's Pizza,39.9388819134,-75.1579891,3.5,Philadelphia,"Cheesesteaks, Pizza, Restaurants, Burgers"
6213,kC6C9mqUq_hMUYZZ-5kKWA,CJ & Eck's,40.025409,-75.212968,4,Philadelphia,"Restaurants, American (Traditional), Sports Bars, Nightlife, Bars"
6215,qbt1zCsv5aDQoGGjTfbV2A,Dock Street Cafe,39.9097834,-75.2205579,3,Philadelphia,"American (New), Cafes, Restaurants"
6216,Rrd1WEcFWYRH85HdH7srHA,The Bagel Factory on Independence Square,39.947521,-75.1502017,2.5,Philadelphia,"Restaurants, Breakfast & Brunch, Bagels, Food"
6221,f8d5NwkN4F2-mpx4MMDf3g,Capogiro Gelato,39.929346,-75.1638674,4,Philadelphia,"Coffee & Tea, Food, Restaurants, Italian, Gelato, Ice Cream & Frozen Yogurt"
6222,W5Xn1-IYuMf_0ZimpRs_LA,Wawa,39.996525,-75.0744153,3.5,Philadelphia,"Sandwiches, Restaurants, Coffee & Tea, Delis, Breakfast & Brunch, Food"
6223,6JeOgP-NpUedS4u5Iz3qlA,Ocean Harmony,39.9554449,-75.1556214,4,Philadelphia,"Asian Fusion, Seafood, Chinese, Restaurants"
6228,N2j1caPRBMk34IEKqtGLSA,Bar 210,39.949705,-75.172932,4.5,Philadelphia,"Restaurants, Seafood, Bars, Wine Bars, Nightlife"
6236,n-Ff-FPW-9lQfBRTPxNeCA,Pho Cyclo Cafe,39.9237701,-75.1701907,4,Philadelphia,"Restaurants, Vietnamese, Soup"
6238,w9GI3f5z_I3h1FvJo0oc8A,Hemo's,39.9509732529,-75.1970618339,4,Philadelphia,"Food Stands, Restaurants, Sandwiches"
6239,B4TDjoUs9zAhNKErLsHkxw,Eddie's Grilled Cheese,40.0250825,-75.2221247,1.5,Philadelphia,"American (Traditional), Restaurants, Sandwiches"
6240,mgyfnz2juUJN4Pj42HLMiQ,Argan Moroccan Cuisine,39.9504955,-75.1691344,4,Philadelphia,"Moroccan, Restaurants, Mediterranean, Breakfast & Brunch"
6241,FWTkrjnoIVJ4UiUWUVDi-Q,Happy Bread Cafe,40.0359153783,-75.1742697135,4,Philadelphia,"Bakeries, American (Traditional), Cafes, Coffee & Tea, Food, Restaurants"
6243,s-Ff-8M5-AR-5jl59lCj1w,Xfinity Live! Philadelphia,39.9044484999,-75.1696318388,3,Philadelphia,"Restaurants, Nightlife, American (New), Food, Sports Bars, Bars, Breweries, Beer, Wine & Spirits"
6245,9pr6rI87hZTCIAnFGNnvzQ,Cafe Walnut,39.948124,-75.152821,4.5,Philadelphia,"Bagels, Sushi Bars, Salad, Food, Coffee & Tea, Restaurants"
6247,Eni8nf_49XDbzEmaaCOQjw,Pizano's Brick Oven Pizzeria And Grill,39.977253,-75.159327,2,Philadelphia,"Steakhouses, Italian, Seafood, Pizza, Ice Cream & Frozen Yogurt, American (Traditional), Restaurants, Food Delivery Services, Breakfast & Brunch, Food, Burgers"
6249,H3B6ZCjtQURr0iWBXYmYzg,Pho Washington,39.9344835,-75.1549941,4,Philadelphia,"Restaurants, Vietnamese"
6250,e85sw6dE3jNu697Hb3BskQ,Dunkin',39.9582413,-75.2082353,2,Philadelphia,"Donuts, Cafes, Restaurants, Food, Coffee & Tea"
6252,yjYOdci9mTeZphr-WD3H9Q,Lil' Java Philly,39.9215338976,-75.1767749189,4.5,Philadelphia,"Sandwiches, Burgers, Restaurants, Indonesian, Breakfast & Brunch"
6253,lHu1ObJBD8IWLJGUpk87QQ,Vino Volo,39.8780119385,-75.2394390106,3.5,Philadelphia,"Wineries, Food, Restaurants, Bars, Nightlife, Arts & Entertainment, Wine Bars, American (New)"
6254,hwm0SPrb1IACKU5oU3hy0A,Cannstatter Volksfest Verein,40.054758,-75.008043,4,Philadelphia,"German, Restaurants, Event Planning & Services, Caterers, Festivals, Venues & Event Spaces, Arts & Entertainment"
6256,5m7bO2jAln0hygX7-Y72bQ,Ga Vang,39.9344835,-75.1549941,3,Philadelphia,"Vietnamese, Restaurants"
